GlobalAyahNo,SurahNameEnglish,SurahNameArabic,SurahAyahRefNumeric,SurahAyahRefArabic,ArabicText,Translation,GlyphV1,GlyphV2,PageNoEnglish,PageNoArabic
901,Surah Al-An'am,سورة الأنعام,6:112,٦:١١٢,وَكَذَ ٰ⁠لِكَ جَعَلۡنَا لِكُلِّ نَبِیٍّ عَدُوࣰّا شَیَـٰطِینَ ٱلۡإِنسِ وَٱلۡجِنِّ یُوحِی بَعۡضُهُمۡ إِلَىٰ بَعۡضࣲ زُخۡرُفَ ٱلۡقَوۡلِ غُرُورࣰاۚ وَلَوۡ شَاۤءَ رَبُّكَ مَا فَعَلُوهُۖ فَذَرۡهُمۡ وَمَا یَفۡتَرُونَ ۝١١٢,"Likewise did We make for every Messenger an enemy,- evil ones among men and jinns, inspiring each other with flowery discourses by way of deception. If thy Lord had so planned, they would not have done it: so leave them and their inventions alone.",ﭩﭪﭫﭬﭭﭮﭯﭰﭱﭲﭳﭴﭵﭶﭷﭸﭹﭺﭻﭼﭽﭾﭿﮀﮁﮂ,ﱙﱚﱛﱜﱝﱞﱟﱠﱡﱢﱣﱤﱥﱦﱧﱨﱩﱪﱫﱬﱭﱮﱯﱰﱱﱲ,142,١٤٢
902,Surah Al-An'am,سورة الأنعام,6:113,٦:١١٣,وَلِتَصۡغَىٰۤ إِلَیۡهِ أَفۡـِٔدَةُ ٱلَّذِینَ لَا یُؤۡمِنُونَ بِٱلۡـَٔاخِرَةِ وَلِیَرۡضَوۡهُ وَلِیَقۡتَرِفُوا۟ مَا هُم مُّقۡتَرِفُونَ ۝١١٣,"To such (deceit) let the hearts of those incline, who have no faith in the hereafter: let them delight in it, and let them earn from it what they may.",ﮃﮄﮅﮆﮇﮈﮉﮊﮋﮌﮍﮎﮏ,ﱳﱴﱵﱶﱷﱸﱹﱺﱻﱼﱽﱾﱿ,142,١٤٢
903,Surah Al-An'am,سورة الأنعام,6:114,٦:١١٤,أَفَغَیۡرَ ٱللَّهِ أَبۡتَغِی حَكَمࣰا وَهُوَ ٱلَّذِیۤ أَنزَلَ إِلَیۡكُمُ ٱلۡكِتَـٰبَ مُفَصَّلࣰاۚ وَٱلَّذِینَ ءَاتَیۡنَـٰهُمُ ٱلۡكِتَـٰبَ یَعۡلَمُونَ أَنَّهُۥ مُنَزَّلࣱ مِّن رَّبِّكَ بِٱلۡحَقِّۖ فَلَا تَكُونَنَّ مِنَ ٱلۡمُمۡتَرِینَ ۝١١٤,"Say: ""Shall I seek for judge other than Allah? - when He it is Who hath sent unto you the Book, explained in detail."" They know full well, to whom We have given the Book, that it hath been sent down from thy Lord in truth. Never be then of those who doubt.",ﮐﮑﮒﮓﮔﮕﮖﮗﮘﮙﮚﮛﮜﮝﮞﮟﮠﮡﮢﮣﮤﮥﮦﮧﮨﮩ,ﲀﲁﲂﲃﲄﲅﲆﲇﲈﲉﲊﲋﲌﲍﲎﲏﲐﲑﲒﲓﲔﲕﲖﲗﲘﲙ,142,١٤٢
904,Surah Al-An'am,سورة الأنعام,6:115,٦:١١٥,وَتَمَّتۡ كَلِمَتُ رَبِّكَ صِدۡقࣰا وَعَدۡلࣰاۚ لَّا مُبَدِّلَ لِكَلِمَـٰتِهِۦۚ وَهُوَ ٱلسَّمِیعُ ٱلۡعَلِیمُ ۝١١٥,The word of thy Lord doth find its fulfilment in truth and in justice: None can change His words: for He is the one who heareth and knoweth all.,ﮪﮫﮬﮭﮮﮯﮰﮱﯓﯔﯕﯖﯗﯘ,ﲚﲛﲜﲝﲞﲟﲠﲡﲢﲣﲤﲥﲦﲧ,142,١٤٢
905,Surah Al-An'am,سورة الأنعام,6:116,٦:١١٦,وَإِن تُطِعۡ أَكۡثَرَ مَن فِی ٱلۡأَرۡضِ یُضِلُّوكَ عَن سَبِیلِ ٱللَّهِۚ إِن یَتَّبِعُونَ إِلَّا ٱلظَّنَّ وَإِنۡ هُمۡ إِلَّا یَخۡرُصُونَ ۝١١٦,"Wert thou to follow the common run of those on earth, they will lead thee away from the way of Allah. They follow nothing but conjecture: they do nothing but lie.",ﯙﯚﯛﯜﯝﯞﯟﯠﯡﯢﯣﯤﯥﯦﯧﯨﯩﯪﯫﯬ,ﲨﲩﲪﲫﲬﲭﲮﲯﲰﲱﲲﲳﲴﲵﲶﲷﲸﲹﲺﲻ,142,١٤٢
906,Surah Al-An'am,سورة الأنعام,6:117,٦:١١٧,إِنَّ رَبَّكَ هُوَ أَعۡلَمُ مَن یَضِلُّ عَن سَبِیلِهِۦۖ وَهُوَ أَعۡلَمُ بِٱلۡمُهۡتَدِینَ ۝١١٧,Thy Lord knoweth best who strayeth from His way: He knoweth best who they are that receive His guidance.,ﯭﯮﯯﯰﯱﯲﯳﯴﯵﯶﯷﯸﯹ,ﲼﲽﲾﲿﳀﳁﳂﳃﳄﳅﳆﳇﳈ,142,١٤٢
907,Surah Al-An'am,سورة الأنعام,6:118,٦:١١٨,فَكُلُوا۟ مِمَّا ذُكِرَ ٱسۡمُ ٱللَّهِ عَلَیۡهِ إِن كُنتُم بِـَٔایَـٰتِهِۦ مُؤۡمِنِینَ ۝١١٨,"So eat of (meats) on which Allah´s name hath been pronounced, if ye have faith in His signs.",ﯺﯻﯼﯽﯾﯿﰀﰁﰂﰃﰄ,ﳉﳊﳋﳌﳍﳎﳏﳐﳑﳒﳓ,142,١٤٢
908,Surah Al-An'am,سورة الأنعام,6:119,٦:١١٩,وَمَا لَكُمۡ أَلَّا تَأۡكُلُوا۟ مِمَّا ذُكِرَ ٱسۡمُ ٱللَّهِ عَلَیۡهِ وَقَدۡ فَصَّلَ لَكُم مَّا حَرَّمَ عَلَیۡكُمۡ إِلَّا مَا ٱضۡطُرِرۡتُمۡ إِلَیۡهِۗ وَإِنَّ كَثِیرࣰا لَّیُضِلُّونَ بِأَهۡوَاۤىِٕهِم بِغَیۡرِ عِلۡمٍۚ إِنَّ رَبَّكَ هُوَ أَعۡلَمُ بِٱلۡمُعۡتَدِینَ ۝١١٩,"Why should ye not eat of (meats) on which Allah´s name hath been pronounced, when He hath explained to you in detail what is forbidden to you - except under compulsion of necessity? But many do mislead (men) by their appetites unchecked by knowledge. Thy Lord knoweth best those who transgress.",ﭑﭒﭓﭔﭕﭖﭗﭘﭙﭚﭛﭜﭝﭞﭟﭠﭡﭢﭣﭤﭥﭦﭧﭨﭩﭪﭫﭬﭭﭮﭯﭰﭱ,ﱁﱂﱃﱄﱅﱆﱇﱈﱉﱊﱋﱌﱍﱎﱏﱐﱑﱒﱓﱔﱕﱖﱗﱘﱙﱚﱛﱜﱝﱞﱟﱠﱡ,143,١٤٣
909,Surah Al-An'am,سورة الأنعام,6:120,٦:١٢٠,وَذَرُوا۟ ظَـٰهِرَ ٱلۡإِثۡمِ وَبَاطِنَهُۥۤۚ إِنَّ ٱلَّذِینَ یَكۡسِبُونَ ٱلۡإِثۡمَ سَیُجۡزَوۡنَ بِمَا كَانُوا۟ یَقۡتَرِفُونَ ۝١٢٠,"Eschew all sin, open or secret: those who earn sin will get due recompense for their ""earnings.""",ﭲﭳﭴﭵﭶﭷﭸﭹﭺﭻﭼﭽﭾﭿ,ﱢﱣﱤﱥﱦﱧﱨﱩﱪﱫﱬﱭﱮﱯ,143,١٤٣
910,Surah Al-An'am,سورة الأنعام,6:121,٦:١٢١,وَلَا تَأۡكُلُوا۟ مِمَّا لَمۡ یُذۡكَرِ ٱسۡمُ ٱللَّهِ عَلَیۡهِ وَإِنَّهُۥ لَفِسۡقࣱۗ وَإِنَّ ٱلشَّیَـٰطِینَ لَیُوحُونَ إِلَىٰۤ أَوۡلِیَاۤىِٕهِمۡ لِیُجَـٰدِلُوكُمۡۖ وَإِنۡ أَطَعۡتُمُوهُمۡ إِنَّكُمۡ لَمُشۡرِكُونَ ۝١٢١,"Eat not of (meats) on which Allah´s name hath not been pronounced: That would be impiety. But the evil ones ever inspire their friends to contend with you if ye were to obey them, ye would indeed be Pagans.",ﮀﮁﮂﮃﮄﮅﮆﮇﮈﮉﮊﮋﮌﮍﮎﮏﮐﮑﮒﮓﮔﮕﮖ,ﱰﱱﱲﱳﱴﱵﱶﱷﱸﱹﱺﱻﱼﱽﱾﱿﲀﲁﲂﲃﲄﲅﲆ,143,١٤٣
911,Surah Al-An'am,سورة الأنعام,6:122,٦:١٢٢,أَوَمَن كَانَ مَیۡتࣰا فَأَحۡیَیۡنَـٰهُ وَجَعَلۡنَا لَهُۥ نُورࣰا یَمۡشِی بِهِۦ فِی ٱلنَّاسِ كَمَن مَّثَلُهُۥ فِی ٱلظُّلُمَـٰتِ لَیۡسَ بِخَارِجࣲ مِّنۡهَاۚ كَذَ ٰ⁠لِكَ زُیِّنَ لِلۡكَـٰفِرِینَ مَا كَانُوا۟ یَعۡمَلُونَ ۝١٢٢,"Can he who was dead, to whom We gave life, and a light whereby he can walk amongst men, be like him who is in the depths of darkness, from which he can never come out? Thus to those without faith their own deeds seem pleasing.",ﮗﮘﮙﮚﮛﮜﮝﮞﮟﮠﮡﮢﮣﮤﮥﮦﮧﮨﮩﮪﮫﮬﮭﮮﮯﮰ,ﲇﲈﲉﲊﲋﲌﲍﲎﲏﲐﲑﲒﲓﲔﲕﲖﲗﲘﲙﲚﲛﲜﲝﲞﲟﲠ,143,١٤٣
912,Surah Al-An'am,سورة الأنعام,6:123,٦:١٢٣,وَكَذَ ٰ⁠لِكَ جَعَلۡنَا فِی كُلِّ قَرۡیَةٍ أَكَـٰبِرَ مُجۡرِمِیهَا لِیَمۡكُرُوا۟ فِیهَاۖ وَمَا یَمۡكُرُونَ إِلَّا بِأَنفُسِهِمۡ وَمَا یَشۡعُرُونَ ۝١٢٣,"Thus have We placed leaders in every town, its wicked men, to plot (and burrow) therein: but they only plot against their own souls, and they perceive it not.",ﮱﯓﯔﯕﯖﯗﯘﯙﯚﯛﯜﯝﯞﯟﯠﯡﯢ,ﲡﲢﲣﲤﲥﲦﲧﲨﲩﲪﲫﲬﲭﲮﲯﲰﲱ,143,١٤٣
913,Surah Al-An'am,سورة الأنعام,6:124,٦:١٢٤,وَإِذَا جَاۤءَتۡهُمۡ ءَایَةࣱ قَالُوا۟ لَن نُّؤۡمِنَ حَتَّىٰ نُؤۡتَىٰ مِثۡلَ مَاۤ أُوتِیَ رُسُلُ ٱللَّهِۘ ٱللَّهُ أَعۡلَمُ حَیۡثُ یَجۡعَلُ رِسَالَتَهُۥۗ سَیُصِیبُ ٱلَّذِینَ أَجۡرَمُوا۟ صَغَارٌ عِندَ ٱللَّهِ وَعَذَابࣱ شَدِیدُۢ بِمَا كَانُوا۟ یَمۡكُرُونَ ۝١٢٤,"When there comes to them a sign (from Allah), They say: ""We shall not believe until we receive one (exactly) like those received by Allah´s messengers."" Allah knoweth best where (and how) to carry out His mission. Soon will the wicked be overtaken by humiliation before Allah, and a severe punishment, for all their plots.",ﯣﯤﯥﯦﯧﯨﯩﯪﯫﯬﯭﯮﯯﯰﯱﯲﯳﯴﯵﯶﯷﯸﯹﯺﯻﯼﯽﯾﯿﰀﰁﰂ,ﲲﲳﲴﲵﲶﲷﲸﲹﲺﲻﲼﲽﲾﲿﳀﳁﳂﳃﳄﳅﳆﳇﳈﳉﳊﳋﳌﳍﳎﳏﳐﳑ,143,١٤٣
914,Surah Al-An'am,سورة الأنعام,6:125,٦:١٢٥,فَمَن یُرِدِ ٱللَّهُ أَن یَهۡدِیَهُۥ یَشۡرَحۡ صَدۡرَهُۥ لِلۡإِسۡلَـٰمِۖ وَمَن یُرِدۡ أَن یُضِلَّهُۥ یَجۡعَلۡ صَدۡرَهُۥ ضَیِّقًا حَرَجࣰا كَأَنَّمَا یَصَّعَّدُ فِی ٱلسَّمَاۤءِۚ كَذَ ٰ⁠لِكَ یَجۡعَلُ ٱللَّهُ ٱلرِّجۡسَ عَلَى ٱلَّذِینَ لَا یُؤۡمِنُونَ ۝١٢٥,"Those whom Allah (in His plan) willeth to guide,- He openeth their breast to Islam; those whom He willeth to leave straying,- He maketh their breast close and constricted, as if they had to climb up to the skies: thus doth Allah (heap) the penalty on those who refuse to believe.",ﭑﭒﭓﭔﭕﭖﭗﭘﭙﭚﭛﭜﭝﭞﭟﭠﭡﭢﭣﭤﭥﭦﭧﭨﭩﭪﭫﭬﭭﭮﭯ,ﱁﱂﱃﱄﱅﱆﱇﱈﱉﱊﱋﱌﱍﱎﱏﱐﱑﱒﱓﱔﱕﱖﱗﱘﱙﱚﱛﱜﱝﱞﱟ,144,١٤٤
915,Surah Al-An'am,سورة الأنعام,6:126,٦:١٢٦,وَهَـٰذَا صِرَ ٰ⁠طُ رَبِّكَ مُسۡتَقِیمࣰاۗ قَدۡ فَصَّلۡنَا ٱلۡـَٔایَـٰتِ لِقَوۡمࣲ یَذَّكَّرُونَ ۝١٢٦,"This is the way of thy Lord, leading straight: We have detailed the signs for those who receive admonition.",ﭰﭱﭲﭳﭴﭵﭶﭷﭸﭹﭺ,ﱠﱡﱢﱣﱤﱥﱦﱧﱨﱩﱪ,144,١٤٤
916,Surah Al-An'am,سورة الأنعام,6:127,٦:١٢٧,۞ لَهُمۡ دَارُ ٱلسَّلَـٰمِ عِندَ رَبِّهِمۡۖ وَهُوَ وَلِیُّهُم بِمَا كَانُوا۟ یَعۡمَلُونَ ۝١٢٧,"For them will be a home of peace in the presence of their Lord: He will be their friend, because they practised (righteousness).",ﭻﭼﭽﭾﭿﮀﮁﮂﮃﮄﮅﮆﮇ,ﱫﱬﱭﱮﱯﱰﱱﱲﱳﱴﱵﱶﱷ,144,١٤٤
917,Surah Al-An'am,سورة الأنعام,6:128,٦:١٢٨,وَیَوۡمَ یَحۡشُرُهُمۡ جَمِیعࣰا یَـٰمَعۡشَرَ ٱلۡجِنِّ قَدِ ٱسۡتَكۡثَرۡتُم مِّنَ ٱلۡإِنسِۖ وَقَالَ أَوۡلِیَاۤؤُهُم مِّنَ ٱلۡإِنسِ رَبَّنَا ٱسۡتَمۡتَعَ بَعۡضُنَا بِبَعۡضࣲ وَبَلَغۡنَاۤ أَجَلَنَا ٱلَّذِیۤ أَجَّلۡتَ لَنَاۚ قَالَ ٱلنَّارُ مَثۡوَىٰكُمۡ خَـٰلِدِینَ فِیهَاۤ إِلَّا مَا شَاۤءَ ٱللَّهُۗ إِنَّ رَبَّكَ حَكِیمٌ عَلِیمࣱ ۝١٢٨,"One day will He gather them all together, (and say): ""O ye assembly of Jinns! Much (toll) did ye take of men."" Their friends amongst men will say: ""Our Lord! we made profit from each other: but (alas!) we reached our term - which thou didst appoint for us."" He will say: ""The Fire be your dwelling-place: you will dwell therein for ever, except as Allah willeth."" for thy Lord is full of wisdom and knowledge.",ﮈﮉﮊﮋﮌﮍﮎﮏﮐﮑﮒﮓﮔﮕﮖﮗﮘﮙﮚﮛﮜﮝﮞﮟﮠﮡﮢﮣﮤﮥﮦﮧﮨﮩﮪﮫﮬﮭﮮ,ﱸﱹﱺﱻﱼﱽﱾﱿﲀﲁﲂﲃﲄﲅﲆﲇﲈﲉﲊﲋﲌﲍﲎﲏﲐﲑﲒﲓﲔﲕﲖﲗﲘﲙﲚﲛﲜﲝﲞ,144,١٤٤
918,Surah Al-An'am,سورة الأنعام,6:129,٦:١٢٩,وَكَذَ ٰ⁠لِكَ نُوَلِّی بَعۡضَ ٱلظَّـٰلِمِینَ بَعۡضَۢا بِمَا كَانُوا۟ یَكۡسِبُونَ ۝١٢٩,"Thus do we make the wrong-doers turn to each other, because of what they earn.",ﮯﮰﮱﯓﯔﯕﯖﯗﯘ,ﲟﲠﲡﲢﲣﲤﲥﲦﲧ,144,١٤٤
919,Surah Al-An'am,سورة الأنعام,6:130,٦:١٣٠,یَـٰمَعۡشَرَ ٱلۡجِنِّ وَٱلۡإِنسِ أَلَمۡ یَأۡتِكُمۡ رُسُلࣱ مِّنكُمۡ یَقُصُّونَ عَلَیۡكُمۡ ءَایَـٰتِی وَیُنذِرُونَكُمۡ لِقَاۤءَ یَوۡمِكُمۡ هَـٰذَاۚ قَالُوا۟ شَهِدۡنَا عَلَىٰۤ أَنفُسِنَاۖ وَغَرَّتۡهُمُ ٱلۡحَیَوٰةُ ٱلدُّنۡیَا وَشَهِدُوا۟ عَلَىٰۤ أَنفُسِهِمۡ أَنَّهُمۡ كَانُوا۟ كَـٰفِرِینَ ۝١٣٠,"""O ye assembly of Jinns and men! came there not unto you messengers from amongst you, setting forth unto you My signs, and warning you of the meeting of this Day of yours?"" They will say: ""We bear witness against ourselves."" It was the life of this world that deceived them. So against themselves will they bear witness that they rejected Faith.",ﯙﯚﯛﯜﯝﯞﯟﯠﯡﯢﯣﯤﯥﯦﯧﯨﯩﯪﯫﯬﯭﯮﯯﯰﯱﯲﯳﯴﯵﯶ,ﲨﲩﲪﲫﲬﲭﲮﲯﲰﲱﲲﲳﲴﲵﲶﲷﲸﲹﲺﲻﲼﲽﲾﲿﳀﳁﳂﳃﳄﳅ,144,١٤٤
920,Surah Al-An'am,سورة الأنعام,6:131,٦:١٣١,ذَ ٰ⁠لِكَ أَن لَّمۡ یَكُن رَّبُّكَ مُهۡلِكَ ٱلۡقُرَىٰ بِظُلۡمࣲ وَأَهۡلُهَا غَـٰفِلُونَ ۝١٣١,"(The messengers were sent) thus, for thy Lord would not destroy for their wrong-doing men´s habitations whilst their occupants were unwarned.",ﯷﯸﯹﯺﯻﯼﯽﯾﯿﰀﰁ,ﱁﱂﱃﱄﱅﱆﱇﱈﱉﱊﱋ,144,١٤٤
921,Surah Al-An'am,سورة الأنعام,6:132,٦:١٣٢,وَلِكُلࣲّ دَرَجَـٰتࣱ مِّمَّا عَمِلُوا۟ۚ وَمَا رَبُّكَ بِغَـٰفِلٍ عَمَّا یَعۡمَلُونَ ۝١٣٢,To all are degrees (or ranks) according to their deeds: for thy Lord is not unmindful of anything that they do.,ﭑﭒﭓﭔﭕﭖﭗﭘﭙﭚﭛ,ﱌﱍﱎﱏﱐﱑﱒﱓﱔﱕﱖ,145,١٤٥
922,Surah Al-An'am,سورة الأنعام,6:133,٦:١٣٣,وَرَبُّكَ ٱلۡغَنِیُّ ذُو ٱلرَّحۡمَةِۚ إِن یَشَأۡ یُذۡهِبۡكُمۡ وَیَسۡتَخۡلِفۡ مِنۢ بَعۡدِكُم مَّا یَشَاۤءُ كَمَاۤ أَنشَأَكُم مِّن ذُرِّیَّةِ قَوۡمٍ ءَاخَرِینَ ۝١٣٣,"Thy Lord is self-sufficient, full of Mercy: if it were His will, He could destroy you, and in your place appoint whom He will as your successors, even as He raised you up from the posterity of other people.",ﭜﭝﭞﭟﭠﭡﭢﭣﭤﭥﭦﭧﭨﭩﭪﭫﭬﭭﭮﭯ,ﱗﱘﱙﱚﱛﱜﱝﱞﱟﱠﱡﱢﱣﱤﱥﱦﱧﱨﱩﱪ,145,١٤٥
923,Surah Al-An'am,سورة الأنعام,6:134,٦:١٣٤,إِنَّ مَا تُوعَدُونَ لَـَٔاتࣲۖ وَمَاۤ أَنتُم بِمُعۡجِزِینَ ۝١٣٤,All that hath been promised unto you will come to pass: nor can ye frustrate it (in the least bit).,ﭰﭱﭲﭳﭴﭵﭶﭷﭸ,ﱫﱬﱭﱮﱯﱰﱱﱲﱳ,145,١٤٥
924,Surah Al-An'am,سورة الأنعام,6:135,٦:١٣٥,قُلۡ یَـٰقَوۡمِ ٱعۡمَلُوا۟ عَلَىٰ مَكَانَتِكُمۡ إِنِّی عَامِلࣱۖ فَسَوۡفَ تَعۡلَمُونَ مَن تَكُونُ لَهُۥ عَـٰقِبَةُ ٱلدَّارِۚ إِنَّهُۥ لَا یُفۡلِحُ ٱلظَّـٰلِمُونَ ۝١٣٥,"Say: ""O my people! Do whatever ye can: I will do (my part): soon will ye know who it is whose end will be (best) in the Hereafter: certain it is that the wrong-doers will not prosper.""",ﭹﭺﭻﭼﭽﭾﭿﮀﮁﮂﮃﮄﮅﮆﮇﮈﮉﮊﮋﮌﮍ,ﱴﱵﱶﱷﱸﱹﱺﱻﱼﱽﱾﱿﲀﲁﲂﲃﲄﲅﲆﲇﲈ,145,١٤٥
925,Surah Al-An'am,سورة الأنعام,6:136,٦:١٣٦,وَجَعَلُوا۟ لِلَّهِ مِمَّا ذَرَأَ مِنَ ٱلۡحَرۡثِ وَٱلۡأَنۡعَـٰمِ نَصِیبࣰا فَقَالُوا۟ هَـٰذَا لِلَّهِ بِزَعۡمِهِمۡ وَهَـٰذَا لِشُرَكَاۤىِٕنَاۖ فَمَا كَانَ لِشُرَكَاۤىِٕهِمۡ فَلَا یَصِلُ إِلَى ٱللَّهِۖ وَمَا كَانَ لِلَّهِ فَهُوَ یَصِلُ إِلَىٰ شُرَكَاۤىِٕهِمۡۗ سَاۤءَ مَا یَحۡكُمُونَ ۝١٣٦,"Out of what Allah hath produced in abundance in tilth and in cattle, they assigned Him a share: they say, according to their fancies: ""This is for Allah, and this"" - for our ""partners""! but the share of their"" partners ""reacheth not Allah, whilst the share of Allah reacheth their ""partners"" ! evil (and unjust) is their assignment!",ﮎﮏﮐﮑﮒﮓﮔﮕﮖﮗﮘﮙﮚﮛﮜﮝﮞﮟﮠﮡﮢﮣﮤﮥﮦﮧﮨﮩﮪﮫﮬﮭﮮﮯﮰ,ﲉﲊﲋﲌﲍﲎﲏﲐﲑﲒﲓﲔﲕﲖﲗﲘﲙﲚﲛﲜﲝﲞﲟﲠﲡﲢﲣﲤﲥﲦﲧﲨﲩﲪﲫ,145,١٤٥
926,Surah Al-An'am,سورة الأنعام,6:137,٦:١٣٧,وَكَذَ ٰ⁠لِكَ زَیَّنَ لِكَثِیرࣲ مِّنَ ٱلۡمُشۡرِكِینَ قَتۡلَ أَوۡلَـٰدِهِمۡ شُرَكَاۤؤُهُمۡ لِیُرۡدُوهُمۡ وَلِیَلۡبِسُوا۟ عَلَیۡهِمۡ دِینَهُمۡۖ وَلَوۡ شَاۤءَ ٱللَّهُ مَا فَعَلُوهُۖ فَذَرۡهُمۡ وَمَا یَفۡتَرُونَ ۝١٣٧,"Even so, in the eyes of most of the pagans, their ""partners"" made alluring the slaughter of their children, in order to lead them to their own destruction, and cause confusion in their religion. If Allah had willed, they would not have done so: But leave alone them and their inventions.",ﮱﯓﯔﯕﯖﯗﯘﯙﯚﯛﯜﯝﯞﯟﯠﯡﯢﯣﯤﯥﯦﯧﯨ,ﲬﲭﲮﲯﲰﲱﲲﲳﲴﲵﲶﲷﲸﲹﲺﲻﲼﲽﲾﲿﳀﳁﳂ,145,١٤٥
927,Surah Al-An'am,سورة الأنعام,6:138,٦:١٣٨,وَقَالُوا۟ هَـٰذِهِۦۤ أَنۡعَـٰمࣱ وَحَرۡثٌ حِجۡرࣱ لَّا یَطۡعَمُهَاۤ إِلَّا مَن نَّشَاۤءُ بِزَعۡمِهِمۡ وَأَنۡعَـٰمٌ حُرِّمَتۡ ظُهُورُهَا وَأَنۡعَـٰمࣱ لَّا یَذۡكُرُونَ ٱسۡمَ ٱللَّهِ عَلَیۡهَا ٱفۡتِرَاۤءً عَلَیۡهِۚ سَیَجۡزِیهِم بِمَا كَانُوا۟ یَفۡتَرُونَ ۝١٣٨,"And they say that such and such cattle and crops are taboo, and none should eat of them except those whom - so they say - We wish; further, there are cattle forbidden to yoke or burden, and cattle on which, (at slaughter), the name of Allah is not pronounced; - inventions against Allah´s name: soon will He requite them for their inventions.",ﭑﭒﭓﭔﭕﭖﭗﭘﭙﭚﭛﭜﭝﭞﭟﭠﭡﭢﭣﭤﭥﭦﭧﭨﭩﭪﭫﭬ,ﱁﱂﱃﱄﱅﱆﱇﱈﱉﱊﱋﱌﱍﱎﱏﱐﱑﱒﱓﱔﱕﱖﱗﱘﱙﱚﱛﱜ,146,١٤٦
928,Surah Al-An'am,سورة الأنعام,6:139,٦:١٣٩,وَقَالُوا۟ مَا فِی بُطُونِ هَـٰذِهِ ٱلۡأَنۡعَـٰمِ خَالِصَةࣱ لِّذُكُورِنَا وَمُحَرَّمٌ عَلَىٰۤ أَزۡوَ ٰ⁠جِنَاۖ وَإِن یَكُن مَّیۡتَةࣰ فَهُمۡ فِیهِ شُرَكَاۤءُۚ سَیَجۡزِیهِمۡ وَصۡفَهُمۡۚ إِنَّهُۥ حَكِیمٌ عَلِیمࣱ ۝١٣٩,"They say: ""What is in the wombs of such and such cattle is specially reserved (for food) for our men, and forbidden to our women; but if it is still-born, then all have share therein. For their (false) attribution (of superstitions to Allah), He will soon punish them: for He is full of wisdom and knowledge.",ﭭﭮﭯﭰﭱﭲﭳﭴﭵﭶﭷﭸﭹﭺﭻﭼﭽﭾﭿﮀﮁﮂﮃﮄﮅﮆ,ﱝﱞﱟﱠﱡﱢﱣﱤﱥﱦﱧﱨﱩﱪﱫﱬﱭﱮﱯﱰﱱﱲﱳﱴﱵﱶ,146,١٤٦
929,Surah Al-An'am,سورة الأنعام,6:140,٦:١٤٠,قَدۡ خَسِرَ ٱلَّذِینَ قَتَلُوۤا۟ أَوۡلَـٰدَهُمۡ سَفَهَۢا بِغَیۡرِ عِلۡمࣲ وَحَرَّمُوا۟ مَا رَزَقَهُمُ ٱللَّهُ ٱفۡتِرَاۤءً عَلَى ٱللَّهِۚ قَدۡ ضَلُّوا۟ وَمَا كَانُوا۟ مُهۡتَدِینَ ۝١٤٠,"Lost are those who slay their children, from folly, without knowledge, and forbid food which Allah hath provided for them, inventing (lies) against Allah. They have indeed gone astray and heeded no guidance.",ﮇﮈﮉﮊﮋﮌﮍﮎﮏﮐﮑﮒﮓﮔﮕﮖﮗﮘﮙﮚﮛﮜ,ﱷﱸﱹﱺﱻﱼﱽﱾﱿﲀﲁﲂﲃﲄﲅﲆﲇﲈﲉﲊﲋﲌ,146,١٤٦
930,Surah Al-An'am,سورة الأنعام,6:141,٦:١٤١,۞ وَهُوَ ٱلَّذِیۤ أَنشَأَ جَنَّـٰتࣲ مَّعۡرُوشَـٰتࣲ وَغَیۡرَ مَعۡرُوشَـٰتࣲ وَٱلنَّخۡلَ وَٱلزَّرۡعَ مُخۡتَلِفًا أُكُلُهُۥ وَٱلزَّیۡتُونَ وَٱلرُّمَّانَ مُتَشَـٰبِهࣰا وَغَیۡرَ مُتَشَـٰبِهࣲۚ كُلُوا۟ مِن ثَمَرِهِۦۤ إِذَاۤ أَثۡمَرَ وَءَاتُوا۟ حَقَّهُۥ یَوۡمَ حَصَادِهِۦۖ وَلَا تُسۡرِفُوۤا۟ۚ إِنَّهُۥ لَا یُحِبُّ ٱلۡمُسۡرِفِینَ ۝١٤١,"It is He Who produceth gardens, with trellises and without, and dates, and tilth with produce of all kinds, and olives and pomegranates, similar (in kind) and different (in variety): eat of their fruit in their season, but render the dues that are proper on the day that the harvest is gathered. But waste not by excess: for Allah loveth not the wasters.",ﮝﮞﮟﮠﮡﮢﮣﮤﮥﮦﮧﮨﮩﮪﮫﮬﮭﮮﮯﮰﮱﯓﯔﯕﯖﯗﯘﯙﯚﯛﯜﯝﯞﯟﯠﯡ,ﲍﲎﲏﲐﲑﲒﲓﲔﲕﲖﲗﲘﲙﲚﲛﲜﲝﲞﲟﲠﲡﲢﲣﲤﲥﲦﲧﲨﲩﲪﲫﲬﲭﲮﲯﲰ,146,١٤٦
